a,b1,cf
2.5,1.0,0.18099410784313727
2.4999989,1.0,0.18089860784313735
2.4999989,1.0,0.18089860784313735
2.4999978,1.0,0.18089860784313735
2.4999978,1.0,0.18089860784313735
2.4999978,1.0,0.18089860784313735,0.18089860784313735
2.4999978,1.0,0.18089860784313735,0.18089860784313735
