a,b1,cf
3.0,2.0,1.0547468137254905
2.9999990000000003,2.0,1.0547468137254905
2.9999990000000003,1.999999,1.0547468137254905
2.9999980000000006,1.999999,1.0547468137254905
2.9999980000000006,1.999998,1.0547468137254905
2.9999980000000006,1.999998,1.0547468137254905,1.0547468137254905
2.9999980000000006,1.999998,1.0547468137254905,1.0547468137254905
