x,y,z
3.1,-5.0,47996.99999999999
3.1,-4.9,43757.62000000001
3.2,-4.9,43340.42000000002
3.2,-4.800000000000001,39396.200000000026
3.3000000000000003,-4.800000000000001,39000.40000000002
3.3000000000000003,-4.700000000000001,35338.90000000004
3.4000000000000004,-4.700000000000001,34964.10000000004
3.4000000000000004,-4.600000000000001,31573.120000000046
3.5000000000000004,-4.600000000000001,31218.920000000053
3.5000000000000004,-4.500000000000002,28086.50000000006
3.6000000000000005,-4.500000000000002,27752.500000000055
3.6000000000000005,-4.400000000000002,24866.92000000005
3.7000000000000006,-4.400000000000002,24552.720000000052
3.7000000000000006,-4.3000000000000025,21902.500000000055
3.8000000000000007,-4.3000000000000025,21607.700000000055
3.8000000000000007,-4.200000000000003,19181.60000000007
3.900000000000001,-4.200000000000003,18905.80000000007
3.900000000000001,-4.100000000000003,16692.82000000007
4.000000000000001,-4.100000000000003,16435.620000000068
4.000000000000001,-4.0000000000000036,14425.00000000007
4.1000000000000005,-4.0000000000000036,14186.000000000064
4.1000000000000005,-3.9000000000000035,12367.220000000061
4.2,-3.9000000000000035,12146.020000000059
4.2,-3.8000000000000034,10508.800000000056
4.3,-3.8000000000000034,10305.000000000053
4.3,-3.7000000000000033,8839.300000000048
4.3999999999999995,-3.7000000000000033,8652.500000000045
4.3999999999999995,-3.600000000000003,7348.5200000000395
4.499999999999999,-3.600000000000003,7178.320000000037
4.499999999999999,-3.500000000000003,6026.500000000035
4.599999999999999,-3.500000000000003,5872.500000000035
4.599999999999999,-3.400000000000003,4863.5200000000295
4.699999999999998,-3.400000000000003,4725.320000000029
4.699999999999998,-3.300000000000003,3850.100000000027
4.799999999999998,-3.300000000000003,3727.300000000027
4.799999999999998,-3.200000000000003,2977.0000000000214
4.899999999999998,-3.200000000000003,2869.2000000000216
4.899999999999998,-3.1000000000000028,2235.220000000018
4.999999999999997,-3.1000000000000028,2142.020000000018
4.999999999999997,-3.0000000000000027,1616.000000000015
5.099999999999997,-3.0000000000000027,1537.0000000000148
5.099999999999997,-2.9000000000000026,1110.8200000000115
5.199999999999997,-2.9000000000000026,1045.6200000000115
5.199999999999997,-2.8000000000000025,711.4000000000093
5.299999999999996,-2.8000000000000025,659.6000000000091
5.299999999999996,-2.7000000000000024,409.7000000000068
5.399999999999996,-2.7000000000000024,370.90000000000657
5.399999999999996,-2.6000000000000023,197.92000000000445
5.499999999999996,-2.6000000000000023,171.7200000000042
5.499999999999996,-2.500000000000002,68.50000000000242
5.599999999999995,-2.500000000000002,54.50000000000214
5.599999999999995,-2.400000000000002,14.120000000000502
5.699999999999995,-2.400000000000002,11.920000000000202
5.699999999999995,-2.400000000000002,11.920000000000202
5.7999999999999945,-2.400000000000002,11.719999999999887
5.7999999999999945,-2.400000000000002,11.719999999999887
5.799999999999994,-2.400000000000002,11.71999999999988
5.799999999999994,-2.400000000000002,11.71999999999988
5.799999999999994,-2.400000000000002,11.71999999999988
